date,stat,pitcher,name,book_line,book_p_over,n_books
2026-08-04,ks,Joe Ryan,joe ryan,5.5,0.5349,6
2026-08-04,ks,Randy Dobnak,randy dobnak,2.5,0.5319,6
2026-08-04,ks,Jared Jones,jared jones,5.5,0.5215,5
2026-08-04,ks,Joey Cantillo,joey cantillo,5.5,0.518,6
2026-08-04,ks,Sean Manaea,sean manaea,4.5,0.5152,6
2026-08-04,ks,Brady Singer,brady singer,4.5,0.5082,6
2026-08-04,ks,Patrick Sandoval,patrick sandoval,5.5,0.5016,6
2026-08-04,ks,MacKenzie Gore,mackenzie gore,6.5,0.4995,6
2026-08-04,ks,Jesus Luzardo,jesus luzardo,7.5,0.499,6
2026-08-04,ks,Trey Yesavage,trey yesavage,5.5,0.4985,6
2026-08-04,ks,Ryan Gusto,ryan gusto,3.5,0.4984,6
2026-08-04,ks,Tarik Skubal,tarik skubal,7.5,0.4958,5
2026-08-04,ks,Ryan Weathers,ryan weathers,5.5,0.4928,6
2026-08-04,ks,Randy Vasquez,randy vasquez,2.5,0.4842,4
2026-08-04,ks,Grant Holmes,grant holmes,4.5,0.4833,6
2026-08-04,ks,Logan Henderson,logan henderson,6.5,0.4632,5
2026-08-04,ks,Javier Assad,javier assad,3.5,0.4612,6
2026-08-04,ks,Davis Martin,davis martin,4.5,0.4489,6
2026-08-04,ks,Gabriel Hughes,gabriel hughes,3.5,0.4337,6
2026-08-04,ks,Freddy Peralta,freddy peralta,5.5,0.4323,5
2026-08-04,ks,Grayson Rodriguez,grayson rodriguez,5.5,0.4285,5
2026-08-04,ks,Emerson Hancock,emerson hancock,5.5,0.4204,4
2026-08-04,ks,Zack Littell,zack littell,3.5,0.4098,6
2026-08-04,outs,MacKenzie Gore,mackenzie gore,17.5,0.6268,4
2026-08-04,outs,Eduardo Rodriguez,eduardo rodriguez,17.5,0.605,4
2026-08-04,outs,Joe Ryan,joe ryan,17.5,0.5862,4
2026-08-04,outs,Jared Jones,jared jones,14.5,0.5752,4
2026-08-04,outs,Grant Holmes,grant holmes,14.5,0.5671,2
2026-08-04,outs,Javier Assad,javier assad,14.5,0.5653,4
2026-08-04,outs,Blade Tidwell,blade tidwell,14.5,0.5575,1
2026-08-04,outs,Ryan Weathers,ryan weathers,17.5,0.5574,4
2026-08-04,outs,Brady Singer,brady singer,17.5,0.5347,4
2026-08-04,outs,Zack Littell,zack littell,14.5,0.5292,4
2026-08-04,outs,Grayson Rodriguez,grayson rodriguez,15.5,0.5246,3
2026-08-04,outs,Davis Martin,davis martin,16.5,0.5218,4
2026-08-04,outs,Sean Manaea,sean manaea,16.5,0.5111,3
2026-08-04,outs,Hayden Wesneski,hayden wesneski,15.5,0.5108,4
2026-08-04,outs,Freddy Peralta,freddy peralta,15.5,0.501,3
2026-08-04,outs,Ryan Gusto,ryan gusto,14.5,0.4867,4
2026-08-04,outs,Randy Dobnak,randy dobnak,15.5,0.4861,4
2026-08-04,outs,Patrick Sandoval,patrick sandoval,15.5,0.4842,4
2026-08-04,outs,Trey Yesavage,trey yesavage,17.5,0.4814,4
2026-08-04,outs,Emerson Hancock,emerson hancock,17.5,0.4653,3
2026-08-04,outs,Logan Henderson,logan henderson,15.5,0.4618,4
2026-08-04,outs,Joey Cantillo,joey cantillo,15.5,0.4518,3
2026-08-04,outs,Gabriel Hughes,gabriel hughes,15.5,0.4362,4
2026-08-04,outs,Hunter Dobbins,hunter dobbins,15.5,0.422,4
2026-08-04,outs,Jesus Luzardo,jesus luzardo,18.5,0.4203,4
2026-08-04,outs,Tarik Skubal,tarik skubal,18.5,0.4064,3
2026-08-04,outs,JT Ginn,jt ginn,15.5,0.3913,4
