date,stat,pitcher,name,book,line,over_dec,under_dec
2026-08-02,outs,Jake Bennett,jake bennett,bovada,16.5,2.0,1.7143
2026-08-02,outs,Jake Bennett,jake bennett,draftkings,16.5,2.01,1.7463
2026-08-02,outs,Jake Bennett,jake bennett,fanduel,16.5,1.9091,1.8
2026-08-02,outs,Keider Montero,keider montero,betmgm,15.5,2.5,1.4762
2026-08-02,outs,Keider Montero,keider montero,bovada,14.5,1.6061,2.25
2026-08-02,outs,Keider Montero,keider montero,draftkings,14.5,1.6098,2.23
2026-08-02,outs,Keider Montero,keider montero,fanduel,15.5,2.48,1.4762
2026-08-02,outs,Kyle Freeland,kyle freeland,betmgm,17.5,1.9091,1.8333
2026-08-02,outs,Kyle Freeland,kyle freeland,betonlineag,17.5,1.9091,1.7692
2026-08-02,outs,Kyle Freeland,kyle freeland,bovada,17.5,1.8696,1.8
2026-08-02,outs,Kyle Freeland,kyle freeland,fanduel,17.5,2.02,1.7353
2026-08-02,outs,Landen Roupp,landen roupp,betmgm,17.5,1.9524,1.7407
2026-08-02,outs,Landen Roupp,landen roupp,bovada,16.5,1.8,1.8696
2026-08-02,outs,Landen Roupp,landen roupp,draftkings,16.5,1.8264,1.9091
2026-08-02,outs,Landen Roupp,landen roupp,fanduel,16.5,1.8,1.9434
2026-08-02,outs,Peter Lambert,peter lambert,draftkings,20.5,1.8333,1.8696
2026-08-02,outs,Sandy Alcantara,sandy alcantara,draftkings,18.5,1.7407,2.0
2026-08-02,outs,Seth Lugo,seth lugo,betmgm,16.5,1.7692,1.9524
2026-08-02,outs,Seth Lugo,seth lugo,betonlineag,17.5,2.05,1.6897
2026-08-02,outs,Seth Lugo,seth lugo,bovada,16.5,1.8,1.8696
2026-08-02,outs,Seth Lugo,seth lugo,draftkings,16.5,1.8696,1.8333
2026-08-02,outs,Seth Lugo,seth lugo,fanduel,17.5,1.9804,1.7692
2026-08-02,outs,Taj Bradley,taj bradley,betmgm,17.5,1.4762,2.5
2026-08-02,outs,Taj Bradley,taj bradley,bovada,17.5,1.5882,2.3
2026-08-02,outs,Taj Bradley,taj bradley,draftkings,17.5,1.5882,2.28
2026-08-02,outs,Taj Bradley,taj bradley,fanduel,18.5,2.54,1.4762
2026-08-02,outs,Walbert Urena,walbert urena,betmgm,15.5,1.8,1.9091
2026-08-02,outs,Walbert Urena,walbert urena,betonlineag,16.5,1.9091,1.7692
2026-08-02,outs,Walbert Urena,walbert urena,bovada,16.5,1.9524,1.7407
2026-08-02,outs,Walbert Urena,walbert urena,draftkings,16.5,1.9901,1.7576
2026-08-02,outs,Walbert Urena,walbert urena,fanduel,16.5,1.9804,1.7692
