date,stat,pitcher,name,book_line,book_p_over,n_books
2026-07-03,rebounds,Skylar Diggins-Smith,skylar diggins-smith,2.5,0.5658,3
2026-07-03,rebounds,Chelsea Gray,chelsea gray,4.5,0.4911,3
2026-07-03,rebounds,Natasha Cloud,natasha cloud,2.5,0.559,3
2026-07-03,threes,Sydney Taylor,sydney taylor,1.5,0.567,3
2026-07-03,threes,Azura Stevens,azura stevens,1.5,0.357,3
2026-07-03,threes,Jackie Young,jackie young,2.5,0.4199,3
2026-07-03,threes,Skylar Diggins-Smith,skylar diggins-smith,1.5,0.4373,3
2026-07-03,threes,Jewell Loyd,jewell loyd,1.5,0.583,3
2026-07-03,threes,Chelsea Gray,chelsea gray,2.5,0.4038,2
2026-07-03,threes,Chennedy Carter,chennedy carter,1.5,0.3604,2
2026-07-03,pra,Jewell Loyd,jewell loyd,14.5,0.5169,2
2026-07-03,assists,Allisha Gray,allisha gray,2.5,0.416,3
2026-07-03,assists,Jordin Canada,jordin canada,5.5,0.5501,3
2026-07-03,assists,Rhyne Howard,rhyne howard,3.5,0.4373,3
2026-07-03,assists,Veronica Burton,veronica burton,5.5,0.5082,3
2026-07-03,assists,Gabby Williams,gabby williams,2.5,0.5103,3
2026-07-03,assists,Angel Reese,angel reese,2.5,0.4815,3
2026-07-03,points,Allisha Gray,allisha gray,17.5,0.4954,2
2026-07-03,points,Janelle Salaun,janelle salaun,9.5,0.4959,2
2026-07-03,points,Jordin Canada,jordin canada,10.5,0.5231,2
2026-07-03,points,Rhyne Howard,rhyne howard,17.5,0.4949,2
2026-07-03,points,Veronica Burton,veronica burton,11.5,0.5052,3
2026-07-03,points,Kayla Thornton,kayla thornton,8.5,0.4877,3
2026-07-03,points,Cecilia Zandalasini,cecilia zandalasini,8.5,0.5185,3
2026-07-03,points,Gabby Williams,gabby williams,15.5,0.5162,3
2026-07-03,points,Angel Reese,angel reese,13.5,0.5112,2
2026-07-03,pra,Allisha Gray,allisha gray,23.5,0.4882,3
2026-07-03,pra,Jordin Canada,jordin canada,20.5,0.4948,3
2026-07-03,pra,Rhyne Howard,rhyne howard,24.5,0.5046,2
2026-07-03,pra,Veronica Burton,veronica burton,21.5,0.4751,2
2026-07-03,pra,Gabby Williams,gabby williams,22.5,0.5,3
2026-07-03,pra,Angel Reese,angel reese,28.5,0.5118,3
2026-07-03,rebounds,Allisha Gray,allisha gray,3.5,0.409,3
2026-07-03,rebounds,Janelle Salaun,janelle salaun,3.5,0.434,3
2026-07-03,rebounds,Jordin Canada,jordin canada,3.5,0.4225,3
2026-07-03,rebounds,Rhyne Howard,rhyne howard,3.5,0.5635,3
2026-07-03,rebounds,Veronica Burton,veronica burton,3.5,0.4215,3
2026-07-03,rebounds,Kayla Thornton,kayla thornton,4.5,0.5708,2
2026-07-03,rebounds,Gabby Williams,gabby williams,3.5,0.5487,3
2026-07-03,rebounds,Angel Reese,angel reese,11.5,0.5328,2
2026-07-03,threes,Allisha Gray,allisha gray,1.5,0.5565,3
2026-07-03,threes,Janelle Salaun,janelle salaun,1.5,0.5883,3
2026-07-03,threes,Jordin Canada,jordin canada,0.5,0.6325,2
2026-07-03,threes,Rhyne Howard,rhyne howard,2.5,0.5419,3
2026-07-03,threes,Veronica Burton,veronica burton,1.5,0.3731,3
2026-07-03,threes,Kayla Thornton,kayla thornton,1.5,0.4305,3
2026-07-03,threes,Cecilia Zandalasini,cecilia zandalasini,1.5,0.3978,3
2026-07-03,threes,Gabby Williams,gabby williams,1.5,0.5227,3
2026-07-03,rebounds,Cecilia Zandalasini,cecilia zandalasini,2.5,0.4003,2
2026-07-03,assists,Carla Leite,carla leite,5.5,0.5138,3
2026-07-03,assists,Natisha Hiedeman,natisha hiedeman,4.5,0.5,3
2026-07-03,points,Carla Leite,carla leite,14.5,0.491,3
2026-07-03,points,Sarah Ashlee Barker,sarah ashlee barker,11.5,0.4744,3
2026-07-03,points,Awa Fam,awa fam,11.5,0.5,3
2026-07-03,points,Dominique Malonga,dominique malonga,17.5,0.5185,3
2026-07-03,points,Megan Gustafson,megan gustafson,12.5,0.4744,3
2026-07-03,points,Natisha Hiedeman,natisha hiedeman,15.5,0.4744,3
2026-07-03,points,Bridget Carleton,bridget carleton,13.5,0.4858,3
2026-07-03,points,Flau'jae Johnson,flau'jae johnson,12.5,0.502,3
2026-07-03,rebounds,Sarah Ashlee Barker,sarah ashlee barker,4.5,0.4329,3
2026-07-03,rebounds,Awa Fam,awa fam,5.5,0.4815,3
2026-07-03,rebounds,Dominique Malonga,dominique malonga,8.5,0.5103,3
2026-07-03,rebounds,Megan Gustafson,megan gustafson,3.5,0.4782,3
2026-07-03,rebounds,Bridget Carleton,bridget carleton,3.5,0.4882,3
2026-07-03,rebounds,Flau'jae Johnson,flau'jae johnson,5.5,0.4897,3
2026-07-03,threes,Sarah Ashlee Barker,sarah ashlee barker,1.5,0.4581,3
2026-07-03,threes,Awa Fam,awa fam,1.5,0.4931,3
2026-07-03,threes,Megan Gustafson,megan gustafson,1.5,0.4225,3
2026-07-03,threes,Natisha Hiedeman,natisha hiedeman,1.5,0.5927,2
2026-07-03,threes,Bridget Carleton,bridget carleton,2.5,0.445,3
2026-07-03,threes,Flau'jae Johnson,flau'jae johnson,1.5,0.497,3
2026-07-03,pra,Carla Leite,carla leite,22.5,0.5085,2
2026-07-03,pra,Natisha Hiedeman,natisha hiedeman,22.5,0.4904,2
2026-07-03,rebounds,Carla Leite,carla leite,2.5,0.4349,2
2026-07-03,rebounds,Natisha Hiedeman,natisha hiedeman,2.5,0.433,2
2026-07-03,threes,Carla Leite,carla leite,0.5,0.6291,2
