date,stat,pitcher,name,book_line,book_p_over,n_books
2026-07-02,rebounds,Azzi Fudd,azzi fudd,2.5,0.4019,2
2026-07-02,rebounds,Aaliyah Edwards,aaliyah edwards,3.5,0.4832,2
2026-07-02,assists,Natisha Hiedeman,natisha hiedeman,4.5,0.4836,3
2026-07-02,assists,Alyssa Thomas,alyssa thomas,8.5,0.4744,3
2026-07-02,assists,Jade Melbourne,jade melbourne,3.5,0.5627,3
2026-07-02,points,Natisha Hiedeman,natisha hiedeman,15.5,0.4773,3
2026-07-02,points,Jade Melbourne,jade melbourne,8.5,0.474,2
2026-07-02,points,Kahleah Copper,kahleah copper,18.5,0.5215,3
2026-07-02,points,Dominique Malonga,dominique malonga,17.5,0.52,2
2026-07-02,points,DeWanna Bonner,dewanna bonner,11.5,0.5192,3
2026-07-02,points,Alyssa Thomas,alyssa thomas,14.5,0.5215,3
2026-07-02,points,Flau'jae Johnson,flau'jae johnson,12.5,0.4974,2
2026-07-02,points,Monique Akoa Makani,monique akoa makani,8.5,0.4918,3
2026-07-02,points,Awa Fam,awa fam,11.5,0.4744,3
2026-07-02,points,Lexi Held,lexi held,8.5,0.497,3
2026-07-02,pra,Natisha Hiedeman,natisha hiedeman,22.5,0.5,3
2026-07-02,pra,Kahleah Copper,kahleah copper,24.5,0.4808,3
2026-07-02,pra,Alyssa Thomas,alyssa thomas,30.5,0.4918,2
2026-07-02,pra,Dominique Malonga,dominique malonga,28.5,0.4877,3
2026-07-02,pra,Flau'jae Johnson,flau'jae johnson,20.5,0.4858,3
2026-07-02,pra,Awa Fam,awa fam,18.5,0.5123,3
2026-07-02,rebounds,Valeriane Ayayi,valeriane ayayi,5.5,0.4806,2
2026-07-02,rebounds,Kahleah Copper,kahleah copper,3.5,0.5368,3
2026-07-02,rebounds,Alyssa Thomas,alyssa thomas,6.5,0.4891,3
2026-07-02,rebounds,DeWanna Bonner,dewanna bonner,6.5,0.4604,3
2026-07-02,rebounds,Flau'jae Johnson,flau'jae johnson,5.5,0.4109,2
2026-07-02,rebounds,Dominique Malonga,dominique malonga,8.5,0.4918,3
2026-07-02,rebounds,Awa Fam,awa fam,5.5,0.441,3
2026-07-02,assists,Flau'jae Johnson,flau'jae johnson,2.5,0.4903,2
2026-07-02,assists,Monique Akoa Makani,monique akoa makani,2.5,0.5533,2
2026-07-02,points,Ezi Magbegor,ezi magbegor,5.5,0.4878,2
2026-07-02,rebounds,Natisha Hiedeman,natisha hiedeman,2.5,0.3804,2
2026-07-02,rebounds,Jade Melbourne,jade melbourne,2.5,0.37,2
2026-07-02,rebounds,Ezi Magbegor,ezi magbegor,3.5,0.5488,2
2026-07-02,assists,Olivia Miles,olivia miles,5.5,0.5052,3
2026-07-02,assists,Courtney Williams,courtney williams,4.5,0.4346,3
2026-07-02,assists,Kayla McBride,kayla mcbride,2.5,0.4719,2
2026-07-02,assists,Jonquel Jones,jonquel jones,2.5,0.5501,3
2026-07-02,assists,Sabrina Ionescu,sabrina ionescu,4.5,0.4331,3
2026-07-02,assists,Natasha Howard,natasha howard,2.5,0.5768,3
2026-07-02,assists,Breanna Stewart,breanna stewart,3.5,0.4232,3
2026-07-02,points,Olivia Miles,olivia miles,18.5,0.5082,3
2026-07-02,points,Courtney Williams,courtney williams,15.5,0.4829,3
2026-07-02,points,Kayla McBride,kayla mcbride,15.5,0.4688,2
2026-07-02,points,Jonquel Jones,jonquel jones,14.5,0.4948,3
2026-07-02,points,Sabrina Ionescu,sabrina ionescu,14.5,0.5164,3
2026-07-02,points,Natasha Howard,natasha howard,15.5,0.5133,2
2026-07-02,points,Breanna Stewart,breanna stewart,19.5,0.4786,2
2026-07-02,pra,Olivia Miles,olivia miles,29.5,0.4815,3
2026-07-02,pra,Courtney Williams,courtney williams,24.5,0.5178,3
2026-07-02,pra,Kayla McBride,kayla mcbride,20.5,0.5171,2
2026-07-02,pra,Jonquel Jones,jonquel jones,26.5,0.4836,3
2026-07-02,pra,Sabrina Ionescu,sabrina ionescu,23.5,0.4939,3
2026-07-02,pra,Natasha Howard,natasha howard,26.5,0.5203,2
2026-07-02,pra,Breanna Stewart,breanna stewart,30.5,0.513,2
2026-07-02,rebounds,Olivia Miles,olivia miles,4.5,0.5101,3
2026-07-02,rebounds,Courtney Williams,courtney williams,4.5,0.5394,2
2026-07-02,rebounds,Kayla McBride,kayla mcbride,3.5,0.433,3
2026-07-02,rebounds,Jonquel Jones,jonquel jones,8.5,0.4822,3
2026-07-02,rebounds,Sabrina Ionescu,sabrina ionescu,3.5,0.5694,2
2026-07-02,rebounds,Natasha Howard,natasha howard,7.5,0.5319,3
2026-07-02,rebounds,Breanna Stewart,breanna stewart,8.5,0.4604,3
2026-07-02,assists,Chelsea Gray,chelsea gray,7.5,0.4261,2
2026-07-02,assists,Jackie Young,jackie young,6.5,0.4473,3
2026-07-02,assists,A'ja Wilson,a'ja wilson,2.5,0.5553,3
2026-07-02,assists,Skylar Diggins-Smith,skylar diggins-smith,4.5,0.5585,3
2026-07-02,points,Chelsea Gray,chelsea gray,14.5,0.4779,2
2026-07-02,points,NaLyssa Smith,nalyssa smith,12.5,0.4918,3
2026-07-02,points,A'ja Wilson,a'ja wilson,24.5,0.4897,3
2026-07-02,points,Skylar Diggins-Smith,skylar diggins-smith,14.5,0.4836,3
2026-07-02,points,Jackie Young,jackie young,19.5,0.5,3
2026-07-02,points,Azura Stevens,azura stevens,10.5,0.5185,3
2026-07-02,points,Kamilla Cardoso,kamilla cardoso,13.5,0.4723,3
2026-07-02,points,Sydney Taylor,sydney taylor,14.5,0.502,3
2026-07-02,pra,Chelsea Gray,chelsea gray,26.5,0.4803,2
2026-07-02,pra,Skylar Diggins-Smith,skylar diggins-smith,22.5,0.4877,3
2026-07-02,pra,Jackie Young,jackie young,31.5,0.5031,3
2026-07-02,pra,A'ja Wilson,a'ja wilson,37.5,0.4858,3
2026-07-02,rebounds,Chelsea Gray,chelsea gray,4.5,0.4808,3
2026-07-02,rebounds,NaLyssa Smith,nalyssa smith,6.5,0.5548,3
2026-07-02,rebounds,A'ja Wilson,a'ja wilson,9.5,0.5164,3
2026-07-02,rebounds,Jackie Young,jackie young,5.5,0.4723,3
2026-07-02,rebounds,Skylar Diggins-Smith,skylar diggins-smith,2.5,0.5575,3
2026-07-02,rebounds,Azura Stevens,azura stevens,7.5,0.4272,3
2026-07-02,rebounds,Kamilla Cardoso,kamilla cardoso,7.5,0.5525,2
2026-07-02,rebounds,Gabriela Jaquez,gabriela jaquez,3.5,0.4918,3
2026-07-02,points,Chennedy Carter,chennedy carter,11.5,0.5164,2
