date,stat,pitcher,name,book,line,over_dec,under_dec
2026-07-04,ks,Drew Rasmussen,drew rasmussen,betonlineag,5.5,1.7194,2.07
2026-07-04,ks,Drew Rasmussen,drew rasmussen,betrivers,5.5,1.6993,2.07
2026-07-04,ks,Drew Rasmussen,drew rasmussen,bovada,5.5,1.6897,2.1
2026-07-04,ks,Drew Rasmussen,drew rasmussen,draftkings,5.5,1.6667,2.18
2026-07-04,ks,Drew Rasmussen,drew rasmussen,fanduel,5.5,1.7246,2.08
2026-07-04,ks,Hunter Brown,hunter brown,betmgm,6.5,2.05,1.7143
2026-07-04,ks,Hunter Brown,hunter brown,betonlineag,6.5,2.13,1.6803
2026-07-04,ks,Hunter Brown,hunter brown,betrivers,6.5,2.14,1.6579
2026-07-04,ks,Hunter Brown,hunter brown,bovada,6.5,2.25,1.6061
2026-07-04,ks,Hunter Brown,hunter brown,draftkings,6.5,2.24,1.6329
2026-07-04,ks,Hunter Brown,hunter brown,fanduel,6.5,2.26,1.6173
2026-07-04,ks,Hunter Greene,hunter greene,betmgm,6.5,1.7692,1.9524
2026-07-04,ks,Hunter Greene,hunter greene,betonlineag,6.5,1.7692,2.0
2026-07-04,ks,Hunter Greene,hunter greene,betrivers,6.5,1.8547,1.8772
2026-07-04,ks,Hunter Greene,hunter greene,bovada,6.5,1.7692,2.0
2026-07-04,ks,Hunter Greene,hunter greene,draftkings,6.5,1.7519,2.05
2026-07-04,ks,Hunter Greene,hunter greene,fanduel,6.5,1.7812,2.0
2026-07-04,ks,Jack Flaherty,jack flaherty,betmgm,5.5,1.7407,2.0
2026-07-04,ks,Jack Flaherty,jack flaherty,betonlineag,5.5,1.813,1.9524
2026-07-04,ks,Jack Flaherty,jack flaherty,betrivers,5.5,1.8547,1.8772
2026-07-04,ks,Jack Flaherty,jack flaherty,bovada,5.5,1.8696,1.8696
2026-07-04,ks,Jack Flaherty,jack flaherty,draftkings,5.5,1.8065,1.9709
2026-07-04,ks,Jack Flaherty,jack flaherty,fanduel,5.5,1.885,1.885
2026-07-04,ks,Kumar Rocker,kumar rocker,betmgm,5.5,2.3,1.5714
2026-07-04,ks,Kumar Rocker,kumar rocker,betonlineag,5.5,2.32,1.5814
2026-07-04,ks,Kumar Rocker,kumar rocker,betrivers,4.5,1.6061,2.23
2026-07-04,ks,Kumar Rocker,kumar rocker,bovada,4.5,1.625,2.2
2026-07-04,ks,Kumar Rocker,kumar rocker,draftkings,4.5,1.6211,2.26
2026-07-04,ks,Kumar Rocker,kumar rocker,fanduel,4.5,1.641,2.22
2026-07-04,ks,Logan Gilbert,logan gilbert,betmgm,5.5,2.15,1.6452
2026-07-04,ks,Logan Gilbert,logan gilbert,betonlineag,5.5,2.18,1.6494
2026-07-04,ks,Logan Gilbert,logan gilbert,betrivers,5.5,1.9709,1.7692
2026-07-04,ks,Logan Gilbert,logan gilbert,bovada,5.5,2.1,1.6897
2026-07-04,ks,Logan Gilbert,logan gilbert,draftkings,5.5,2.06,1.7353
2026-07-04,ks,Logan Gilbert,logan gilbert,fanduel,5.5,2.0,1.7812
2026-07-04,ks,Parker Messick,parker messick,betmgm,5.5,1.5405,2.35
2026-07-04,ks,Parker Messick,parker messick,betonlineag,6.5,2.06,1.7299
2026-07-04,ks,Parker Messick,parker messick,betrivers,6.5,1.9259,1.8065
2026-07-04,ks,Parker Messick,parker messick,bovada,6.5,2.05,1.7407
2026-07-04,ks,Parker Messick,parker messick,draftkings,6.5,1.9709,1.813
2026-07-04,ks,Parker Messick,parker messick,fanduel,6.5,2.04,1.7576
2026-07-04,ks,Sean Burke,sean burke,betmgm,5.5,1.8696,1.8696
2026-07-04,ks,Sean Burke,sean burke,betonlineag,5.5,1.8772,1.8772
2026-07-04,ks,Sean Burke,sean burke,betrivers,5.5,1.7874,1.9524
2026-07-04,ks,Sean Burke,sean burke,bovada,5.5,1.8696,1.8696
2026-07-04,ks,Sean Burke,sean burke,draftkings,5.5,1.8475,1.9259
2026-07-04,ks,Sean Burke,sean burke,fanduel,5.5,1.8696,1.9009
2026-07-04,ks,Shane Bieber,shane bieber,betmgm,4.5,1.7143,2.05
2026-07-04,ks,Shane Bieber,shane bieber,betonlineag,5.5,2.34,1.5714
2026-07-04,ks,Shane Bieber,shane bieber,betrivers,4.5,1.6667,2.12
2026-07-04,ks,Shane Bieber,shane bieber,bovada,4.5,1.625,2.2
2026-07-04,ks,Shane Bieber,shane bieber,draftkings,5.5,2.27,1.6135
2026-07-04,ks,Shane Bieber,shane bieber,fanduel,4.5,1.641,2.22
2026-07-04,ks,Zebby Matthews,zebby matthews,betmgm,4.5,1.625,2.2
2026-07-04,ks,Zebby Matthews,zebby matthews,betonlineag,4.5,1.6993,2.1
2026-07-04,ks,Zebby Matthews,zebby matthews,betrivers,5.5,2.1,1.6757
2026-07-04,ks,Zebby Matthews,zebby matthews,bovada,4.5,1.8,1.9524
2026-07-04,ks,Zebby Matthews,zebby matthews,draftkings,4.5,1.7463,2.05
2026-07-04,ks,Zebby Matthews,zebby matthews,fanduel,4.5,1.8197,1.9615
2026-07-04,outs,Brandon Young,brandon young,betmgm,17.5,2.05,1.6897
2026-07-04,outs,Brandon Young,brandon young,bovada,16.5,1.8333,1.8333
2026-07-04,outs,Brandon Young,brandon young,draftkings,16.5,1.8772,1.8621
2026-07-04,outs,Brandon Young,brandon young,fanduel,16.5,1.9091,1.8197
2026-07-04,outs,Braxton Ashcraft,braxton ashcraft,betmgm,17.5,1.6667,2.1
2026-07-04,outs,Braxton Ashcraft,braxton ashcraft,betonlineag,17.5,1.6452,2.15
2026-07-04,outs,Braxton Ashcraft,braxton ashcraft,bovada,17.5,1.6452,2.15
2026-07-04,outs,Braxton Ashcraft,braxton ashcraft,draftkings,17.5,1.6579,2.14
2026-07-04,outs,Braxton Ashcraft,braxton ashcraft,fanduel,17.5,1.7246,2.04
2026-07-04,outs,Drew Rasmussen,drew rasmussen,betmgm,17.5,1.6061,2.25
2026-07-04,outs,Drew Rasmussen,drew rasmussen,bovada,17.5,1.625,2.2
2026-07-04,outs,Drew Rasmussen,drew rasmussen,draftkings,17.5,1.6289,2.2
2026-07-04,outs,Drew Rasmussen,drew rasmussen,fanduel,17.5,1.6579,2.12
2026-07-04,outs,Hunter Brown,hunter brown,betmgm,17.5,1.6897,2.05
2026-07-04,outs,Hunter Brown,hunter brown,bovada,17.5,1.625,2.2
2026-07-04,outs,Hunter Brown,hunter brown,draftkings,17.5,1.641,2.18
2026-07-04,outs,Hunter Brown,hunter brown,fanduel,17.5,1.6494,2.16
2026-07-04,outs,Jack Flaherty,jack flaherty,betmgm,15.5,1.8475,1.8696
2026-07-04,outs,Jack Flaherty,jack flaherty,bovada,15.5,1.8,1.8696
2026-07-04,outs,Jack Flaherty,jack flaherty,draftkings,15.5,1.8475,1.885
2026-07-04,outs,Jack Flaherty,jack flaherty,fanduel,15.5,1.9804,1.7692
2026-07-04,outs,Kumar Rocker,kumar rocker,betmgm,15.5,1.8333,1.9091
2026-07-04,outs,Kumar Rocker,kumar rocker,bovada,15.5,1.7692,1.9091
2026-07-04,outs,Kumar Rocker,kumar rocker,draftkings,15.5,1.8065,1.9346
2026-07-04,outs,Kumar Rocker,kumar rocker,fanduel,15.5,1.8475,1.8929
2026-07-04,outs,Shane Bieber,shane bieber,betmgm,15.5,1.7692,1.9524
2026-07-04,outs,Shane Bieber,shane bieber,bovada,16.5,1.8696,1.8
2026-07-04,outs,Shane Bieber,shane bieber,draftkings,16.5,1.8929,1.8403
2026-07-04,outs,Shane Bieber,shane bieber,fanduel,16.5,1.9615,1.7692
2026-07-04,outs,Zebby Matthews,zebby matthews,betmgm,16.5,1.8475,1.8696
2026-07-04,outs,Zebby Matthews,zebby matthews,bovada,16.5,1.9091,1.7692
2026-07-04,outs,Zebby Matthews,zebby matthews,draftkings,16.5,1.9524,1.7874
