date,stat,pitcher,name,book,line,over_dec,under_dec
2026-08-04,hits,Joe Ryan,joe ryan,draftkings,5.5,1.8929,1.8475
2026-08-04,hits,Joey Cantillo,joey cantillo,betmgm,4.5,2.3,1.5714
2026-08-04,hits,Joey Cantillo,joey cantillo,bovada,4.5,2.2,1.625
2026-08-04,hits,Joey Cantillo,joey cantillo,draftkings,4.5,2.2,1.625
2026-08-04,hits,JT Ginn,jt ginn,betmgm,4.5,1.9524,1.8
2026-08-04,hits,JT Ginn,jt ginn,bovada,4.5,1.9524,1.7407
2026-08-04,hits,JT Ginn,jt ginn,draftkings,4.5,1.9709,1.7752
2026-08-04,hits,Logan Henderson,logan henderson,betmgm,3.5,1.6452,2.15
2026-08-04,hits,Logan Henderson,logan henderson,bovada,3.5,1.6667,2.1
2026-08-04,hits,Logan Henderson,logan henderson,draftkings,3.5,1.6849,2.1
2026-08-04,hits,MacKenzie Gore,mackenzie gore,betmgm,4.5,1.8696,1.8696
2026-08-04,hits,MacKenzie Gore,mackenzie gore,bovada,4.5,1.8696,1.8
2026-08-04,hits,MacKenzie Gore,mackenzie gore,draftkings,4.5,1.8929,1.8403
2026-08-04,hits,Patrick Sandoval,patrick sandoval,betmgm,4.5,1.6897,2.05
2026-08-04,hits,Patrick Sandoval,patrick sandoval,bovada,4.5,1.6452,2.15
2026-08-04,hits,Patrick Sandoval,patrick sandoval,draftkings,4.5,1.641,2.17
2026-08-04,hits,Randy Dobnak,randy dobnak,betmgm,5.5,1.7407,2.0
2026-08-04,hits,Randy Dobnak,randy dobnak,bovada,5.5,1.625,2.2
2026-08-04,hits,Randy Dobnak,randy dobnak,draftkings,5.5,1.625,2.2
2026-08-04,hits,Randy Vasquez,randy vasquez,betmgm,4.5,2.05,1.7143
2026-08-04,hits,Randy Vasquez,randy vasquez,bovada,4.5,2.25,1.6061
2026-08-04,hits,Randy Vasquez,randy vasquez,draftkings,4.5,2.24,1.6061
2026-08-04,hits,Ryan Weathers,ryan weathers,betmgm,5.5,2.05,1.7143
2026-08-04,hits,Ryan Weathers,ryan weathers,bovada,5.5,2.2,1.625
2026-08-04,hits,Ryan Weathers,ryan weathers,draftkings,5.5,2.19,1.6329
2026-08-04,hits,Sean Manaea,sean manaea,betmgm,4.5,1.625,2.2
2026-08-04,hits,Sean Manaea,sean manaea,bovada,5.5,1.9091,1.7692
2026-08-04,hits,Sean Manaea,sean manaea,draftkings,5.5,1.9434,1.8
2026-08-04,hits,Tarik Skubal,tarik skubal,betmgm,4.5,1.6667,2.1
2026-08-04,hits,Tarik Skubal,tarik skubal,draftkings,4.5,1.7092,2.06
2026-08-04,hits,Trey Yesavage,trey yesavage,betmgm,4.5,1.8,1.9524
2026-08-04,hits,Trey Yesavage,trey yesavage,bovada,4.5,1.8,1.8696
2026-08-04,hits,Trey Yesavage,trey yesavage,draftkings,4.5,1.8333,1.9009
2026-08-04,hits,Zack Littell,zack littell,betmgm,5.5,1.8333,1.9091
2026-08-04,hits,Zack Littell,zack littell,bovada,5.5,1.7692,1.9091
2026-08-04,hits,Zack Littell,zack littell,draftkings,5.5,1.7812,1.9615
2026-08-04,ks,Blade Tidwell,blade tidwell,betmgm,3.5,1.6061,2.25
2026-08-04,ks,Blade Tidwell,blade tidwell,betonlineag,3.5,1.6098,2.25
2026-08-04,ks,Blade Tidwell,blade tidwell,betrivers,3.5,1.5714,2.3
2026-08-04,ks,Blade Tidwell,blade tidwell,bovada,4.5,2.3,1.5882
2026-08-04,ks,Blade Tidwell,blade tidwell,fanduel,4.5,2.32,1.5882
2026-08-04,ks,Brady Singer,brady singer,betmgm,4.5,1.9091,1.8333
2026-08-04,ks,Brady Singer,brady singer,betonlineag,4.5,1.8475,1.9091
2026-08-04,ks,Brady Singer,brady singer,betrivers,4.5,1.8772,1.8547
2026-08-04,ks,Brady Singer,brady singer,bovada,4.5,1.8333,1.9091
2026-08-04,ks,Brady Singer,brady singer,draftkings,4.5,1.7812,2.0
2026-08-04,ks,Brady Singer,brady singer,fanduel,4.5,1.8475,1.9259
2026-08-04,ks,Davis Martin,davis martin,betmgm,4.5,2.05,1.6897
2026-08-04,ks,Davis Martin,davis martin,betonlineag,4.5,2.1,1.6993
2026-08-04,ks,Davis Martin,davis martin,betrivers,4.5,2.0,1.7463
2026-08-04,ks,Davis Martin,davis martin,bovada,4.5,2.1,1.6897
2026-08-04,ks,Davis Martin,davis martin,draftkings,4.5,2.09,1.7194
2026-08-04,ks,Davis Martin,davis martin,fanduel,4.5,2.1,1.7143
2026-08-04,ks,Eduardo Rodriguez,eduardo rodriguez,betmgm,3.5,1.625,2.2
2026-08-04,ks,Eduardo Rodriguez,eduardo rodriguez,betonlineag,4.5,2.52,1.5
2026-08-04,ks,Eduardo Rodriguez,eduardo rodriguez,betrivers,4.5,2.25,1.5988
2026-08-04,ks,Eduardo Rodriguez,eduardo rodriguez,bovada,3.5,1.5405,2.4
2026-08-04,ks,Eduardo Rodriguez,eduardo rodriguez,draftkings,3.5,1.6452,2.21
2026-08-04,ks,Eduardo Rodriguez,eduardo rodriguez,fanduel,3.5,1.5556,2.4
2026-08-04,ks,Emerson Hancock,emerson hancock,betmgm,4.5,1.6667,2.1
2026-08-04,ks,Emerson Hancock,emerson hancock,betonlineag,5.5,2.24,1.6211
2026-08-04,ks,Emerson Hancock,emerson hancock,betrivers,4.5,1.6993,2.08
2026-08-04,ks,Emerson Hancock,emerson hancock,bovada,5.5,2.2,1.625
2026-08-04,ks,Emerson Hancock,emerson hancock,draftkings,5.5,2.25,1.625
2026-08-04,ks,Emerson Hancock,emerson hancock,fanduel,5.5,2.24,1.6329
2026-08-04,ks,Freddy Peralta,freddy peralta,betmgm,5.5,2.1,1.6667
2026-08-04,ks,Freddy Peralta,freddy peralta,betonlineag,5.5,2.34,1.5714
2026-08-04,ks,Freddy Peralta,freddy peralta,betrivers,5.5,2.16,1.6452
2026-08-04,ks,Freddy Peralta,freddy peralta,draftkings,5.5,2.06,1.7407
2026-08-04,ks,Freddy Peralta,freddy peralta,fanduel,5.5,2.22,1.641
2026-08-04,ks,Gabriel Hughes,gabriel hughes,betmgm,3.5,2.2,1.625
2026-08-04,ks,Gabriel Hughes,gabriel hughes,betonlineag,3.5,2.15,1.6711
2026-08-04,ks,Gabriel Hughes,gabriel hughes,betrivers,3.5,2.17,1.6369
2026-08-04,ks,Gabriel Hughes,gabriel hughes,bovada,3.5,2.0,1.7692
2026-08-04,ks,Gabriel Hughes,gabriel hughes,draftkings,3.5,2.23,1.6369
2026-08-04,ks,Gabriel Hughes,gabriel hughes,fanduel,3.5,2.02,1.7692
2026-08-04,ks,Grant Holmes,grant holmes,betmgm,4.5,1.8333,1.9091
2026-08-04,ks,Grant Holmes,grant holmes,betonlineag,4.5,1.9091,1.8475
2026-08-04,ks,Grant Holmes,grant holmes,betrivers,4.5,1.9615,1.7752
2026-08-04,ks,Grant Holmes,grant holmes,bovada,4.5,2.0,1.7692
2026-08-04,ks,Grant Holmes,grant holmes,draftkings,4.5,1.9174,1.8547
2026-08-04,ks,Grant Holmes,grant holmes,fanduel,4.5,2.0,1.7812
2026-08-04,ks,Grayson Rodriguez,grayson rodriguez,betmgm,5.5,2.1,1.6667
2026-08-04,ks,Grayson Rodriguez,grayson rodriguez,betonlineag,5.5,2.18,1.6494
2026-08-04,ks,Grayson Rodriguez,grayson rodriguez,betrivers,5.5,2.25,1.5988
2026-08-04,ks,Grayson Rodriguez,grayson rodriguez,bovada,5.5,2.2,1.625
2026-08-04,ks,Grayson Rodriguez,grayson rodriguez,draftkings,4.5,1.6135,2.28
2026-08-04,ks,Grayson Rodriguez,grayson rodriguez,fanduel,5.5,2.22,1.6494
2026-08-04,ks,Hayden Wesneski,hayden wesneski,betmgm,4.5,2.2,1.625
2026-08-04,ks,Hayden Wesneski,hayden wesneski,betonlineag,3.5,1.6211,2.23
2026-08-04,ks,Hayden Wesneski,hayden wesneski,betrivers,3.5,1.5988,2.25
2026-08-04,ks,Hayden Wesneski,hayden wesneski,bovada,3.5,1.5882,2.3
2026-08-04,ks,Hayden Wesneski,hayden wesneski,draftkings,3.5,1.625,2.25
2026-08-04,ks,Hayden Wesneski,hayden wesneski,fanduel,3.5,1.5882,2.32
2026-08-04,ks,Hunter Dobbins,hunter dobbins,betmgm,3.5,1.625,2.2
2026-08-04,ks,Hunter Dobbins,hunter dobbins,betonlineag,3.5,1.6211,2.24
2026-08-04,ks,Hunter Dobbins,hunter dobbins,betrivers,3.5,1.6061,2.23
2026-08-04,ks,Hunter Dobbins,hunter dobbins,bovada,3.5,1.6061,2.25
2026-08-04,ks,Hunter Dobbins,hunter dobbins,draftkings,3.5,1.6173,2.26
2026-08-04,ks,Hunter Dobbins,hunter dobbins,fanduel,3.5,1.6173,2.26
2026-08-04,ks,Jared Jones,jared jones,betmgm,5.5,1.7407,2.0
2026-08-04,ks,Jared Jones,jared jones,betonlineag,5.5,1.813,1.9615
2026-08-04,ks,Jared Jones,jared jones,bovada,5.5,1.8,1.9524
2026-08-04,ks,Jared Jones,jared jones,draftkings,5.5,1.7576,2.04
2026-08-04,ks,Jared Jones,jared jones,fanduel,5.5,1.8696,1.9009
2026-08-04,ks,Javier Assad,javier assad,betmgm,3.5,2.05,1.7143
2026-08-04,ks,Javier Assad,javier assad,betonlineag,3.5,2.0,1.7692
2026-08-04,ks,Javier Assad,javier assad,betrivers,3.5,2.07,1.7092
2026-08-04,ks,Javier Assad,javier assad,bovada,3.5,2.0,1.7692
2026-08-04,ks,Javier Assad,javier assad,draftkings,3.5,2.09,1.7143
2026-08-04,ks,Javier Assad,javier assad,fanduel,3.5,2.02,1.7692
2026-08-04,ks,Jesus Luzardo,jesus luzardo,betmgm,7.5,1.8333,1.9091
2026-08-04,ks,Jesus Luzardo,jesus luzardo,betonlineag,7.5,1.8772,1.8772
2026-08-04,ks,Jesus Luzardo,jesus luzardo,betrivers,7.5,1.885,1.8475
2026-08-04,ks,Jesus Luzardo,jesus luzardo,bovada,7.5,1.8696,1.8696
2026-08-04,ks,Jesus Luzardo,jesus luzardo,draftkings,7.5,1.8929,1.8772
2026-08-04,ks,Jesus Luzardo,jesus luzardo,fanduel,7.5,1.9009,1.8696
2026-08-04,ks,Joe Ryan,joe ryan,betmgm,5.5,1.7143,2.05
2026-08-04,ks,Joe Ryan,joe ryan,betonlineag,5.5,1.7519,2.03
2026-08-04,ks,Joe Ryan,joe ryan,betrivers,5.5,1.7874,1.9524
2026-08-04,ks,Joe Ryan,joe ryan,bovada,5.5,1.7692,2.0
2026-08-04,ks,Joe Ryan,joe ryan,draftkings,5.5,1.7353,2.07
2026-08-04,ks,Joe Ryan,joe ryan,fanduel,5.5,1.7692,2.02
2026-08-04,ks,Joey Cantillo,joey cantillo,betmgm,5.5,1.8333,1.9091
2026-08-04,ks,Joey Cantillo,joey cantillo,betonlineag,5.5,1.813,1.9524
2026-08-04,ks,Joey Cantillo,joey cantillo,betrivers,5.5,1.8333,1.8929
2026-08-04,ks,Joey Cantillo,joey cantillo,bovada,5.5,1.8,1.9524
2026-08-04,ks,Joey Cantillo,joey cantillo,draftkings,5.5,1.8065,1.9709
2026-08-04,ks,Joey Cantillo,joey cantillo,fanduel,5.5,1.8197,1.9615
2026-08-04,ks,JT Ginn,jt ginn,betmgm,5.5,2.1,1.6667
2026-08-04,ks,JT Ginn,jt ginn,betonlineag,4.5,1.641,2.2
2026-08-04,ks,JT Ginn,jt ginn,betrivers,4.5,1.6289,2.18
2026-08-04,ks,JT Ginn,jt ginn,bovada,4.5,1.6667,2.15
2026-08-04,ks,JT Ginn,jt ginn,draftkings,5.5,2.23,1.6329
2026-08-04,ks,JT Ginn,jt ginn,fanduel,4.5,1.6757,2.16
2026-08-04,ks,Logan Henderson,logan henderson,betmgm,6.5,1.9091,1.8333
2026-08-04,ks,Logan Henderson,logan henderson,betonlineag,6.5,2.03,1.7519
2026-08-04,ks,Logan Henderson,logan henderson,bovada,6.5,2.1,1.6897
2026-08-04,ks,Logan Henderson,logan henderson,draftkings,6.5,1.9174,1.8547
2026-08-04,ks,Logan Henderson,logan henderson,fanduel,6.5,2.1,1.7143
2026-08-04,ks,MacKenzie Gore,mackenzie gore,betmgm,6.5,1.8333,1.9091
2026-08-04,ks,MacKenzie Gore,mackenzie gore,betonlineag,6.5,1.8929,1.8696
2026-08-04,ks,MacKenzie Gore,mackenzie gore,betrivers,6.5,1.8772,1.8547
2026-08-04,ks,MacKenzie Gore,mackenzie gore,bovada,6.5,1.8696,1.8696
2026-08-04,ks,MacKenzie Gore,mackenzie gore,draftkings,6.5,1.8333,1.9346
2026-08-04,ks,MacKenzie Gore,mackenzie gore,fanduel,6.5,1.9009,1.8696
2026-08-04,ks,Patrick Sandoval,patrick sandoval,betmgm,5.5,1.9524,1.8
2026-08-04,ks,Patrick Sandoval,patrick sandoval,betonlineag,5.5,1.8696,1.8929
2026-08-04,ks,Patrick Sandoval,patrick sandoval,betrivers,5.5,1.8929,1.8333
2026-08-04,ks,Patrick Sandoval,patrick sandoval,bovada,5.5,1.8696,1.8696
2026-08-04,ks,Patrick Sandoval,patrick sandoval,draftkings,5.5,1.8333,1.9434
2026-08-04,ks,Patrick Sandoval,patrick sandoval,fanduel,5.5,1.8696,1.9009
2026-08-04,ks,Randy Dobnak,randy dobnak,betmgm,2.5,1.7692,1.9524
2026-08-04,ks,Randy Dobnak,randy dobnak,betonlineag,2.5,1.7874,1.9804
2026-08-04,ks,Randy Dobnak,randy dobnak,betrivers,2.5,1.7299,2.02
2026-08-04,ks,Randy Dobnak,randy dobnak,bovada,2.5,1.7692,2.0
2026-08-04,ks,Randy Dobnak,randy dobnak,draftkings,2.5,1.7692,2.02
2026-08-04,ks,Randy Dobnak,randy dobnak,fanduel,2.5,1.7692,2.02
2026-08-04,ks,Randy Vasquez,randy vasquez,betmgm,2.5,1.9524,1.8
2026-08-04,ks,Randy Vasquez,randy vasquez,betonlineag,2.5,1.9091,1.8475
2026-08-04,ks,Randy Vasquez,randy vasquez,betrivers,2.5,1.9434,1.8
2026-08-04,ks,Randy Vasquez,randy vasquez,draftkings,2.5,1.9346,1.8403
2026-08-04,ks,Ryan Gusto,ryan gusto,betmgm,3.5,1.8696,1.8696
2026-08-04,ks,Ryan Gusto,ryan gusto,betonlineag,3.5,1.9091,1.8475
2026-08-04,ks,Ryan Gusto,ryan gusto,betrivers,3.5,1.8929,1.8333
2026-08-04,ks,Ryan Gusto,ryan gusto,bovada,3.5,1.8333,1.9091
2026-08-04,ks,Ryan Gusto,ryan gusto,draftkings,3.5,1.9009,1.8696
2026-08-04,ks,Ryan Gusto,ryan gusto,fanduel,3.5,1.8696,1.9259
2026-08-04,ks,Ryan Weathers,ryan weathers,betmgm,5.5,1.9091,1.8475
2026-08-04,ks,Ryan Weathers,ryan weathers,betonlineag,5.5,1.9009,1.8621
2026-08-04,ks,Ryan Weathers,ryan weathers,betrivers,5.5,1.8772,1.8547
2026-08-04,ks,Ryan Weathers,ryan weathers,bovada,5.5,1.9091,1.8333
2026-08-04,ks,Ryan Weathers,ryan weathers,draftkings,5.5,1.885,1.885
2026-08-04,ks,Ryan Weathers,ryan weathers,fanduel,5.5,1.9259,1.8475
2026-08-04,ks,Sean Manaea,sean manaea,betmgm,4.5,1.8333,1.9091
2026-08-04,ks,Sean Manaea,sean manaea,betonlineag,4.5,1.8621,1.9009
2026-08-04,ks,Sean Manaea,sean manaea,betrivers,4.5,1.7463,2.02
2026-08-04,ks,Sean Manaea,sean manaea,bovada,4.5,1.8,1.9524
2026-08-04,ks,Sean Manaea,sean manaea,draftkings,4.5,1.9091,1.8696
2026-08-04,ks,Sean Manaea,sean manaea,fanduel,4.5,1.8,1.9804
2026-08-04,ks,Tarik Skubal,tarik skubal,betmgm,7.5,1.9524,1.8
2026-08-04,ks,Tarik Skubal,tarik skubal,betonlineag,7.5,1.9009,1.8621
2026-08-04,ks,Tarik Skubal,tarik skubal,betrivers,7.5,1.8475,1.885
2026-08-04,ks,Tarik Skubal,tarik skubal,draftkings,7.5,1.8621,1.9091
2026-08-04,ks,Tarik Skubal,tarik skubal,fanduel,7.5,1.9009,1.8696
2026-08-04,ks,Trey Yesavage,trey yesavage,betmgm,5.5,1.8,1.9524
2026-08-04,ks,Trey Yesavage,trey yesavage,betonlineag,5.5,1.8772,1.8772
2026-08-04,ks,Trey Yesavage,trey yesavage,betrivers,5.5,1.9259,1.8065
2026-08-04,ks,Trey Yesavage,trey yesavage,bovada,5.5,1.8696,1.8696
2026-08-04,ks,Trey Yesavage,trey yesavage,draftkings,5.5,1.8929,1.8772
2026-08-04,ks,Trey Yesavage,trey yesavage,fanduel,5.5,1.9009,1.8696
2026-08-04,ks,Zack Littell,zack littell,betmgm,3.5,2.2,1.625
2026-08-04,ks,Zack Littell,zack littell,betonlineag,3.5,2.3,1.5917
2026-08-04,ks,Zack Littell,zack littell,betrivers,3.5,2.23,1.6061
2026-08-04,ks,Zack Littell,zack littell,bovada,3.5,2.3,1.5882
2026-08-04,ks,Zack Littell,zack littell,draftkings,3.5,2.36,1.5747
2026-08-04,ks,Zack Littell,zack littell,fanduel,3.5,2.3,1.6024
2026-08-04,outs,Blade Tidwell,blade tidwell,betmgm,14.5,1.6667,2.1
2026-08-04,outs,Brady Singer,brady singer,betmgm,17.5,1.7407,2.0
2026-08-04,outs,Brady Singer,brady singer,bovada,17.5,1.7143,2.0
2026-08-04,outs,Brady Singer,brady singer,draftkings,17.5,1.7407,2.02
2026-08-04,outs,Brady Singer,brady singer,fanduel,17.5,1.8197,1.8929
2026-08-04,outs,Davis Martin,davis martin,betmgm,16.5,1.8475,1.8696
2026-08-04,outs,Davis Martin,davis martin,bovada,16.5,1.7407,1.9524
2026-08-04,outs,Davis Martin,davis martin,draftkings,16.5,1.7874,1.9615
2026-08-04,outs,Davis Martin,davis martin,fanduel,16.5,1.8,1.9615
2026-08-04,outs,Eduardo Rodriguez,eduardo rodriguez,betmgm,17.5,1.6061,2.25
2026-08-04,outs,Eduardo Rodriguez,eduardo rodriguez,bovada,17.5,1.5263,2.45
2026-08-04,outs,Eduardo Rodriguez,eduardo rodriguez,draftkings,17.5,1.5319,2.4
2026-08-04,outs,Eduardo Rodriguez,eduardo rodriguez,fanduel,17.5,1.5495,2.32
2026-08-04,outs,Emerson Hancock,emerson hancock,betmgm,17.5,1.9524,1.7692
2026-08-04,outs,Emerson Hancock,emerson hancock,bovada,17.5,2.0,1.7143
2026-08-04,outs,Emerson Hancock,emerson hancock,draftkings,17.5,2.02,1.7407
2026-08-04,outs,Freddy Peralta,freddy peralta,betmgm,15.5,1.8,1.9091
2026-08-04,outs,Freddy Peralta,freddy peralta,draftkings,15.5,1.8696,1.8696
2026-08-04,outs,Freddy Peralta,freddy peralta,fanduel,15.5,1.8772,1.8772
2026-08-04,outs,Gabriel Hughes,gabriel hughes,betmgm,15.5,2.1,1.6667
2026-08-04,outs,Gabriel Hughes,gabriel hughes,bovada,15.5,2.15,1.6452
2026-08-04,outs,Gabriel Hughes,gabriel hughes,draftkings,15.5,2.13,1.6623
2026-08-04,outs,Gabriel Hughes,gabriel hughes,fanduel,15.5,2.16,1.6494
2026-08-04,outs,Grant Holmes,grant holmes,betmgm,14.5,1.625,2.2
2026-08-04,outs,Grant Holmes,grant holmes,bovada,15.5,2.15,1.6452
2026-08-04,outs,Grant Holmes,grant holmes,draftkings,15.5,2.15,1.6536
2026-08-04,outs,Grant Holmes,grant holmes,fanduel,14.5,1.6579,2.1
2026-08-04,outs,Grayson Rodriguez,grayson rodriguez,betmgm,15.5,1.7143,2.0
2026-08-04,outs,Grayson Rodriguez,grayson rodriguez,bovada,15.5,1.7692,1.9091
2026-08-04,outs,Grayson Rodriguez,grayson rodriguez,draftkings,15.5,1.7874,1.9524
2026-08-04,outs,Hayden Wesneski,hayden wesneski,betmgm,15.5,1.8,1.9091
2026-08-04,outs,Hayden Wesneski,hayden wesneski,bovada,15.5,1.8333,1.8333
2026-08-04,outs,Hayden Wesneski,hayden wesneski,draftkings,15.5,1.8547,1.885
2026-08-04,outs,Hayden Wesneski,hayden wesneski,fanduel,15.5,1.8,1.9259
2026-08-04,outs,Hunter Dobbins,hunter dobbins,betmgm,15.5,2.25,1.5714
2026-08-04,outs,Hunter Dobbins,hunter dobbins,bovada,15.5,2.2,1.625
2026-08-04,outs,Hunter Dobbins,hunter dobbins,draftkings,15.5,2.2,1.625
2026-08-04,outs,Hunter Dobbins,hunter dobbins,fanduel,15.5,2.22,1.6024
2026-08-04,outs,Jared Jones,jared jones,betmgm,14.5,1.5405,2.3
2026-08-04,outs,Jared Jones,jared jones,bovada,14.5,1.625,2.2
2026-08-04,outs,Jared Jones,jared jones,draftkings,14.5,1.625,2.2
2026-08-04,outs,Jared Jones,jared jones,fanduel,14.5,1.625,2.18
2026-08-04,outs,Javier Assad,javier assad,betmgm,14.5,1.6061,2.25
2026-08-04,outs,Javier Assad,javier assad,bovada,14.5,1.6667,2.1
2026-08-04,outs,Javier Assad,javier assad,draftkings,14.5,1.6897,2.09
2026-08-04,outs,Javier Assad,javier assad,fanduel,14.5,1.625,2.18
2026-08-04,outs,Jesus Luzardo,jesus luzardo,betmgm,18.5,2.15,1.6452
2026-08-04,outs,Jesus Luzardo,jesus luzardo,bovada,18.5,2.25,1.6061
2026-08-04,outs,Jesus Luzardo,jesus luzardo,draftkings,18.5,2.23,1.6098
2026-08-04,outs,Jesus Luzardo,jesus luzardo,fanduel,18.5,2.22,1.6173
2026-08-04,outs,Joe Ryan,joe ryan,betmgm,17.5,1.625,2.2
2026-08-04,outs,Joe Ryan,joe ryan,bovada,17.5,1.5882,2.3
2026-08-04,outs,Joe Ryan,joe ryan,draftkings,17.5,1.5848,2.28
2026-08-04,outs,Joe Ryan,joe ryan,fanduel,17.5,1.6024,2.24
2026-08-04,outs,Joey Cantillo,joey cantillo,betmgm,15.5,2.2,1.625
2026-08-04,outs,Joey Cantillo,joey cantillo,bovada,15.5,2.05,1.6897
2026-08-04,outs,Joey Cantillo,joey cantillo,draftkings,15.5,2.04,1.7194
2026-08-04,outs,JT Ginn,jt ginn,betmgm,15.5,2.3,1.5405
2026-08-04,outs,JT Ginn,jt ginn,bovada,15.5,2.45,1.5263
2026-08-04,outs,JT Ginn,jt ginn,draftkings,15.5,2.43,1.5155
2026-08-04,outs,JT Ginn,jt ginn,fanduel,15.5,2.34,1.5556
2026-08-04,outs,Logan Henderson,logan henderson,betmgm,15.5,2.2,1.625
2026-08-04,outs,Logan Henderson,logan henderson,bovada,15.5,2.0,1.7143
2026-08-04,outs,Logan Henderson,logan henderson,draftkings,15.5,2.0,1.7576
2026-08-04,outs,Logan Henderson,logan henderson,fanduel,15.5,2.02,1.7353
2026-08-04,outs,MacKenzie Gore,mackenzie gore,betmgm,17.5,1.4762,2.55
2026-08-04,outs,MacKenzie Gore,mackenzie gore,bovada,17.5,1.5263,2.45
2026-08-04,outs,MacKenzie Gore,mackenzie gore,draftkings,17.5,1.4831,2.53
2026-08-04,outs,MacKenzie Gore,mackenzie gore,fanduel,17.5,1.5,2.48
2026-08-04,outs,Patrick Sandoval,patrick sandoval,betmgm,15.5,1.9524,1.7407
2026-08-04,outs,Patrick Sandoval,patrick sandoval,bovada,15.5,1.8333,1.8333
2026-08-04,outs,Patrick Sandoval,patrick sandoval,draftkings,15.5,1.885,1.8547
2026-08-04,outs,Patrick Sandoval,patrick sandoval,fanduel,15.5,1.9804,1.7692
2026-08-04,outs,Randy Dobnak,randy dobnak,betmgm,15.5,2.1,1.6897
2026-08-04,outs,Randy Dobnak,randy dobnak,bovada,15.5,1.8696,1.8
2026-08-04,outs,Randy Dobnak,randy dobnak,draftkings,15.5,1.9009,1.8403
2026-08-04,outs,Randy Dobnak,randy dobnak,fanduel,15.5,1.9259,1.8197
2026-08-04,outs,Ryan Gusto,ryan gusto,betmgm,14.5,1.9524,1.7692
2026-08-04,outs,Ryan Gusto,ryan gusto,bovada,14.5,1.8696,1.8
2026-08-04,outs,Ryan Gusto,ryan gusto,draftkings,14.5,1.9091,1.8264
2026-08-04,outs,Ryan Gusto,ryan gusto,fanduel,14.5,1.9091,1.8197
2026-08-04,outs,Ryan Weathers,ryan weathers,betmgm,17.5,1.6452,2.15
2026-08-04,outs,Ryan Weathers,ryan weathers,bovada,17.5,1.6667,2.1
